10251,2009-11-12 23:39:28,116.446661,39.98798
10251,2009-11-12 23:39:29,116.446465,39.987856
10251,2009-11-12 23:39:31,116.446569,39.987908
10251,2009-11-12 23:39:36,116.446515,39.987986
10251,2009-11-12 23:39:41,116.446453,39.988031
10251,2009-11-12 23:39:46,116.446389,39.988075
10251,2009-11-12 23:39:51,116.446371,39.988115
10251,2009-11-12 23:39:53,116.446677,39.987797
10251,2009-11-12 23:39:58,116.446697,39.987855
10251,2009-11-12 23:40:03,116.446682,39.987888
10251,2009-11-12 23:40:05,116.446708,39.987935
10251,2009-11-12 23:40:10,116.446733,39.98801
10251,2009-11-12 23:40:15,116.446714,39.988088
10251,2009-11-12 23:40:20,116.4467,39.988179
10251,2009-11-12 23:40:25,116.446705,39.988257
10251,2009-11-12 23:40:30,116.44667,39.988334
10251,2009-11-12 23:40:35,116.446664,39.9884
10251,2009-11-12 23:40:40,116.44662,39.988452
10251,2009-11-12 23:40:45,116.446606,39.988519
10251,2009-11-12 23:40:50,116.446604,39.988612
10251,2009-11-12 23:40:55,116.446552,39.988675
10251,2009-11-12 23:41:00,116.44654,39.988746
10251,2009-11-12 23:41:05,116.446505,39.988811
10251,2009-11-12 23:41:10,116.446484,39.988882
10251,2009-11-12 23:41:15,116.446465,39.988961
10251,2009-11-12 23:41:20,116.44645,39.989026
10251,2009-11-12 23:41:25,116.446434,39.989091
10251,2009-11-12 23:41:30,116.446421,39.989155
10251,2009-11-12 23:41:35,116.446407,39.98922
10251,2009-11-12 23:41:40,116.446375,39.98928
10251,2009-11-12 23:41:45,116.446379,39.989339
10251,2009-11-12 23:41:50,116.44635,39.989407
10251,2009-11-12 23:41:55,116.446343,39.989482
10251,2009-11-12 23:42:00,116.446336,39.989562
10251,2009-11-12 23:42:05,116.446286,39.989611
10251,2009-11-12 23:42:10,116.446257,39.989672
10251,2009-11-12 23:42:15,116.446216,39.989733
10251,2009-11-12 23:42:20,116.446178,39.989799
10251,2009-11-12 23:42:25,116.446161,39.989857
10251,2009-11-12 23:42:30,116.446152,39.989928
10251,2009-11-12 23:42:35,116.446139,39.989997
10251,2009-11-12 23:42:40,116.44611,39.990059
10251,2009-11-12 23:42:45,116.446079,39.990114
10251,2009-11-12 23:42:50,116.446071,39.990171
10251,2009-11-12 23:42:55,116.446039,39.990238
10251,2009-11-12 23:43:00,116.446031,39.99031
10251,2009-11-12 23:43:05,116.446007,39.990376
10251,2009-11-12 23:43:10,116.445999,39.990441
10251,2009-11-12 23:43:15,116.445981,39.990491
10251,2009-11-12 23:43:20,116.445984,39.99056
10251,2009-11-12 23:43:25,116.44596,39.990616
10251,2009-11-12 23:43:30,116.445923,39.990672
10251,2009-11-12 23:43:35,116.445925,39.990745
10251,2009-11-12 23:43:40,116.445933,39.990824
10251,2009-11-12 23:43:45,116.445907,39.990885
10251,2009-11-12 23:43:50,116.445908,39.990961
10251,2009-11-12 23:43:55,116.445865,39.991021
10251,2009-11-12 23:44:00,116.445858,39.991092
10251,2009-11-12 23:44:05,116.445822,39.991139
10251,2009-11-12 23:44:10,116.445811,39.9912
10251,2009-11-12 23:44:15,116.445783,39.991251
